4081022,Хлебцы Wasa пшеничные розмарин-морская соль 190г,259,Москва и Московская область,---,https://www.detmir.ru/product/index/id/4081022/
3422271,Батончик ОлЛайт клюквенный 30г,49.90,Москва и Московская область,37.50,https://www.detmir.ru/product/index/id/3422271/
3506028,Чипсы Сибуки морская капуста Стантарт 17г,198.90,Москва и Московская область,159.10,https://www.detmir.ru/product/index/id/3506028/
3464051,Чипсы Яблоков грушевые 25г,154.90,Москва и Московская область,123.90,https://www.detmir.ru/product/index/id/3464051/
3422275,Батончик ОлЛайт инжирный 30г,49.90,Москва и Московская область,39.90,https://www.detmir.ru/product/index/id/3422275/
4233929,Чипсы фруктовые Artnut груша 40г,144.90,Москва и Московская область,123.10,https://www.detmir.ru/product/index/id/4233929/
4695362,Палочки кукурузные Megi 54г,305,Москва и Московская область,227,https://www.detmir.ru/product/index/id/4695362/
3286822,Батончик Take a Bite Настроение орехово-фруктовый шоколад 45г,114.90,Москва и Московская область,67.90,https://www.detmir.ru/product/index/id/3286822/
3467348,Карамель медовая HoneyWay с облепихой и апельсином 30г,219,Москва и Московская область,87.50,https://www.detmir.ru/product/index/id/3467348/
3286825,Батончик Take a Bite Старбайт орехово-фруктовый шоколад-мускатный орех 45г,118.90,Москва и Московская область,70.90,https://www.detmir.ru/product/index/id/3286825/
3284542,Снек Take a Bitey паффы мультизлаковые яблоко-брокколи 20г,67.90,Москва и Московская область,57.90,https://www.detmir.ru/product/index/id/3284542/
3433299,Хлебцы Dr. Korner кукурузно-рисовые с чиа и льном без глютена 100г,104.90,Москва и Московская область,89.10,https://www.detmir.ru/product/index/id/3433299/
3710567,Батончик Капитан Сильвер кокосовый витаминный в белой глазури 50г,39.90,Москва и Московская область,36.90,https://www.detmir.ru/product/index/id/3710567/
3422192,Батончик Bionova №3 клюква-орехи 35г,89.90,Москва и Московская область,67.90,https://www.detmir.ru/product/index/id/3422192/
3415079,Батончик Биокей с черникой и цельными злаками 30г,28.90,Москва и Московская область,24.50,https://www.detmir.ru/product/index/id/3415079/
4485048,Батончик Smartbar Protein протеиновый двойной шоколад в темной глазури 25 шт. x 40 г,1999,Москва и Московская область,999,https://www.detmir.ru/product/index/id/4485048/
4884093,Фруктовые палочки Иван-поле «Яблоко-Чернослив» 6 палочек 78 г,230,Москва и Московская область,124,https://www.detmir.ru/product/index/id/4884093/
4485054,Батончик Smartbar Protein протеиновый банан в темной глазури 6 шт. x 40 г,499,Москва и Московская область,249,https://www.detmir.ru/product/index/id/4485054/
3286842,Хлебцы Take a Bite хрустящие рисовые с морковью и томатом 150г,138.90,Москва и Московская область,124.90,https://www.detmir.ru/product/index/id/3286842/
3422278,Батончик ОлЛайт яблочный с корицей 30г,43.10,Москва и Московская область,---,https://www.detmir.ru/product/index/id/3422278/
3728584,Снек Bob Snail Фруктово-ягодный яблочно-вишневый в темном бельгийском шоколаде без добавленного сахара 60г,190.90,Москва и Московская область,162.10,https://www.detmir.ru/product/index/id/3728584/
4485043,Батончик Smartbar Protein Pro кокосовый с высоким содержанием протеина 6 шт. х 35 г,799,Москва и Московская область,399,https://www.detmir.ru/product/index/id/4485043/
3464050,Чипсы Яблоков из сладких яблок 25г,114.90,Москва и Московская область,87.90,https://www.detmir.ru/product/index/id/3464050/
3415082,Батончик Биокей с кокосом и цельными злаками 25г,27.50,Москва и Московская область,23.30,https://www.detmir.ru/product/index/id/3415082/
3728578,Снек Bob Snail Фруктово-ягодный яблочно-вишневый в темном бельгийском шоколаде без добавленного сахара 30г,104.90,Москва и Московская область,83.90,https://www.detmir.ru/product/index/id/3728578/
4485028,Набор батончиков Smartbar Protein PRO Ассорти 8 шт. х 35 г с высоким содержанием протеина,899,Москва и Московская область,449,https://www.detmir.ru/product/index/id/4485028/
4115429,Батончик Take a Bite Crispy арахис-соленая карамель 45г,114.90,Москва и Московская область,88.90,https://www.detmir.ru/product/index/id/4115429/
3286185,Батончик-мюсли Bombbar фундук 45г,54.90,Москва и Московская область,47.90,https://www.detmir.ru/product/index/id/3286185/
4233964,Ядра Artnut грецкий орех 110г,249,Москва и Московская область,99.50,https://www.detmir.ru/product/index/id/4233964/
4485018,Батончик MUSLER мюсли банан в темной глазури 25 шт. x 30 г,999,Москва и Московская область,499,https://www.detmir.ru/product/index/id/4485018/
3464053,Кольца Яблоков из сладких яблок 50г,195.50,Москва и Московская область,156.30,https://www.detmir.ru/product/index/id/3464053/
3422272,Батончик ОлЛайт абрикосовый 30г,49.90,Москва и Московская область,44.90,https://www.detmir.ru/product/index/id/3422272/
3277082,Снеки Зеленика сушеный ананас 20г,209,Москва и Московская область,186.90,https://www.detmir.ru/product/index/id/3277082/
3422277,Батончик ОлЛайт апельсин-имбирь 30г,49.90,Москва и Московская область,35.90,https://www.detmir.ru/product/index/id/3422277/
4233976,Ядра Artnut фундук обжаренные 130г,333,Москва и Московская область,133.10,https://www.detmir.ru/product/index/id/4233976/
3486242,Снеки Зеленика сушеное ассорти морковь-свекла-тыква 30г,104.90,Москва и Московская область,---,https://www.detmir.ru/product/index/id/3486242/
3649408,Малина Vitazine сублимированная целые ягоды 20г,389,Москва и Московская область,---,https://www.detmir.ru/product/index/id/3649408/
3433312,Чипсы Dr. Korner цельнозерновые кукурузно-рисовые с томатом и базиликом 50г,64.90,Москва и Московская область,47.90,https://www.detmir.ru/product/index/id/3433312/
3422197,Батончик Bionova №8 шоколад-орех 35г,89.90,Москва и Московская область,53.90,https://www.detmir.ru/product/index/id/3422197/
4115426,Батончик Take a Bite Crispy макадамия-ваниль 45г,114.90,Москва и Московская область,91.90,https://www.detmir.ru/product/index/id/4115426/
3422270,Батончик ОлЛайт арахисовый 30г,49.90,Москва и Московская область,44.90,https://www.detmir.ru/product/index/id/3422270/
4485057,Батончик Smartbar Protein абрикос в йогуртовой глазури 6 шт. x 40 г,499,Москва и Московская область,249,https://www.detmir.ru/product/index/id/4485057/
3286186,Батончик-мюсли Bombbar клубника 45г,54.90,Москва и Московская область,47.90,https://www.detmir.ru/product/index/id/3286186/
4741045,Снеки-хлебцы льняные Nutvill оригинальные без глютена и сахара с пребиотиком 70г,134.90,Москва и Московская область,---,https://www.detmir.ru/product/index/id/4741045/
3889786,Гематоген Народный с витамином С 40г,24.90,Москва и Московская область,---,https://www.detmir.ru/product/index/id/3889786/
3433310,Чипсы Dr. Korner цельнозерновые кукурузно-рисовые с сыром 50г,54.90,Москва и Московская область,47.90,https://www.detmir.ru/product/index/id/3433310/
3506029,Чипсы Сибуки морская капуста Премиум 5г,69.90,Москва и Московская область,55.90,https://www.detmir.ru/product/index/id/3506029/
3430120,Батончик Берёж злаковый с отрубями яблоко-шоколад 42г,33.90,Москва и Московская область,---,https://www.detmir.ru/product/index/id/3430120/
3286059,Батончик Pikki фруктовы банан-яблоко 25г,51.90,Москва и Московская область,43.90,https://www.detmir.ru/product/index/id/3286059/
3277076,Снеки Зеленика сушеная клубника 20г,209,Москва и Московская область,---,https://www.detmir.ru/product/index/id/3277076/
4233931,Чипсы фруктовые Artnut хурма 40г,149.90,Москва и Московская область,127.30,https://www.detmir.ru/product/index/id/4233931/
3310318,Батончик Bombbar Кето со вкусом миндальной нуги и ванилью 40г,128.90,Москва и Московская область,99.90,https://www.detmir.ru/product/index/id/3310318/
3666046,Биологически активная добавка Актру Пант Актив 100кап,493,Москва и Московская область,---,https://www.detmir.ru/product/index/id/3666046/
4425214,Орехи Дары Природы ядра миндаль жаренный очищенный 250 г,775,Москва и Московская область,372,https://www.detmir.ru/product/index/id/4425214/
3322304,Батончик Дары Памира Шелковица с Памира шелковица-абрикос 20г,55.10,Москва и Московская область,43.90,https://www.detmir.ru/product/index/id/3322304/
3286817,Батончик Take a Bite Иммунитет орехово-фруктовый клюква-тыквенные семечки 45г,118.90,Москва и Московская область,79.90,https://www.detmir.ru/product/index/id/3286817/
3491068,Крекеры Bifrut гречневые с луком 210г,180.70,Москва и Московская область,153.50,https://www.detmir.ru/product/index/id/3491068/
3422273,Батончик ОлЛайт лимонный 30г,48.90,Москва и Московская область,39.90,https://www.detmir.ru/product/index/id/3422273/
3467301,Карамель медовая HoneyWay горное разнотравье 30г,209,Москва и Московская область,104.50,https://www.detmir.ru/product/index/id/3467301/
3286058,Батончик Pikki фруктовый чернослив-яблоко 25г,49.90,Москва и Московская область,43.90,https://www.detmir.ru/product/index/id/3286058/
3286080,Батончик Леовит Худеем за неделю мюсли с черникой и лютеином 30г,38.90,Москва и Московская область,32.90,https://www.detmir.ru/product/index/id/3286080/
3277204,Батончик R.A.W.LIFE орехово-фруктовый кокос 47г,155.90,Москва и Московская область,139.90,https://www.detmir.ru/product/index/id/3277204/
3954993,Смесь Вкусы Мира дыня-орехи-семечки 50г,174.90,Москва и Московская область,126.90,https://www.detmir.ru/product/index/id/3954993/
3433300,Хлебцы Dr. Korner кукурузно-рисовые с киноа льном и розмарином 100г,114.90,Москва и Московская область,97.50,https://www.detmir.ru/product/index/id/3433300/
3533593,Фрукты сушеные Gifruit яблоко 250г,389,Москва и Московская область,---,https://www.detmir.ru/product/index/id/3533593/
3422195,Батончик Bionova №6 лимон-орехи 35г,88.90,Москва и Московская область,53.90,https://www.detmir.ru/product/index/id/3422195/
4484846,Батончик Smartbar Slim мюсли c гречкой и клюквой 25 шт. х 25 г,1499,Москва и Московская область,449,https://www.detmir.ru/product/index/id/4484846/
4106525,Орехи Щелкунов Арахис в кокосовом соке 120 гр,225,Москва и Московская область,146,https://www.detmir.ru/product/index/id/4106525/
3422198,Батончик Bionova №10 маракуйя-кокос 35г,89.90,Москва и Московская область,79.90,https://www.detmir.ru/product/index/id/3422198/
3537111,Снеки Вегенсы картофель сушеный с солью 50г,88.90,Москва и Московская область,44.30,https://www.detmir.ru/product/index/id/3537111/
3506118,Хлопья Сибуки морская капуста-кунжут 40г,241,Москва и Московская область,203,https://www.detmir.ru/product/index/id/3506118/
3689546,Батончик-мюсли Леовит Мой лайк для тонуса апельсин 25г,19.90,Москва и Московская область,16.90,https://www.detmir.ru/product/index/id/3689546/
3728579,Снек Bob Snail Фруктово-ягодный яблочно-клубничный в молочном бельгийском шоколаде без добавленного сахара 30г,104.90,Москва и Московская область,83.90,https://www.detmir.ru/product/index/id/3728579/
3422190,Батончик Bionova №1 яблоко-клубника 35г,89.90,Москва и Московская область,45.90,https://www.detmir.ru/product/index/id/3422190/
3286859,Снек Take a Bite паффы мультизлаковые розмарин-орегано-морская соль 30г,84.90,Москва и Московская область,69.90,https://www.detmir.ru/product/index/id/3286859/
3433302,Хлебцы Dr. Korner кукурузно-рисовые с имбирём и лимоном без глютена 90г,84.90,Москва и Московская область,72.10,https://www.detmir.ru/product/index/id/3433302/
4047080,Крекеры Take a Bite овсяные ваниль-семена чиа 125г,154.90,Москва и Московская область,131.50,https://www.detmir.ru/product/index/id/4047080/
3889793,Гематоген Народный школьный 40г,35.90,Москва и Московская область,---,https://www.detmir.ru/product/index/id/3889793/
3689547,Батончик-мюсли Леовит Мой лайк для иммунитета арония 25г,19.90,Москва и Московская область,16.90,https://www.detmir.ru/product/index/id/3689547/
3728583,Снек Bob Snail Фруктово-ягодный яблочно-малиновый в молочном бельгийском шоколаде без добавленного сахара 30г,104.90,Москва и Московская область,83.90,https://www.detmir.ru/product/index/id/3728583/
3533589,Фрукты сушеные Gifruit дыня 250г,659,Москва и Московская область,329,https://www.detmir.ru/product/index/id/3533589/
3286819,Батончик Take a Bite Контроль веса орехово-фруктовый морковь-кешью 45г,110.90,Москва и Московская область,79.90,https://www.detmir.ru/product/index/id/3286819/
3433311,Чипсы Dr. Korner цельнозерновые кукурузно-рисовые с сыром начо 50г,55.90,Москва и Московская область,43.90,https://www.detmir.ru/product/index/id/3433311/
4425217,Орехи Дары Природы Ядра фундук жареный 150 г,515,Москва и Московская область,226,https://www.detmir.ru/product/index/id/4425217/
3298573,Батончик Фруктовая Энергия Фрутилад клюква-малина 30г,44.90,Москва и Московская область,38.10,https://www.detmir.ru/product/index/id/3298573/
3537113,Снеки Вегенсы сушеные картофель-морковь 50г,80.90,Москва и Московская область,40.30,https://www.detmir.ru/product/index/id/3537113/
3286084,Батончик Леовит Фрутончик со злаками яблоко-курага-рис 20г,58.90,Москва и Московская область,35.90,https://www.detmir.ru/product/index/id/3286084/
3467344,Карамель медовая HoneyWay с лимоном и имбирем 30г,219,Москва и Московская область,104.50,https://www.detmir.ru/product/index/id/3467344/
3954998,Смесь Вкусы Мира манго-орехи-семечки 50г,154.90,Москва и Московская область,141.90,https://www.detmir.ru/product/index/id/3954998/
4047079,Крекеры Take a Bite овсяные кокос-семена чиа 125г,154.90,Москва и Московская область,131.50,https://www.detmir.ru/product/index/id/4047079/
3286187,Батончик-мюсли Bombbar арахис 45г,54.90,Москва и Московская область,47.90,https://www.detmir.ru/product/index/id/3286187/
4485055,Батончик Smartbar Protein протеиновый банан в темной глазури 25 шт. x 40 г,1999,Москва и Московская область,999,https://www.detmir.ru/product/index/id/4485055/
4485089,Батончик MUSLER мюсли орешки с шоколадом 25 шт. x 30 г,999,Москва и Московская область,499,https://www.detmir.ru/product/index/id/4485089/
3286826,Батончик Take a Bite Лавбайт орехово-фруктовый вишня-миндаль 45г,104.90,Москва и Московская область,70.90,https://www.detmir.ru/product/index/id/3286826/
3286857,Снек Take a Bite паффы мультизлаковые вяленый томат-чили 30г,98.90,Москва и Московская область,69.90,https://www.detmir.ru/product/index/id/3286857/
3608691,Батончик глазированный Snaq Fabriq манго-маракуйя 40г,64.90,Москва и Московская область,---,https://www.detmir.ru/product/index/id/3608691/
4884091,Фруктовые палочки Иван-поле «Яблоко-Чиа» 6 палочек 78 г,230,Москва и Московская область,112,https://www.detmir.ru/product/index/id/4884091/
3464049,Чипсы Яблоков из кисло-сладких яблок 25г,114.90,Москва и Московская область,67.90,https://www.detmir.ru/product/index/id/3464049/
3322321,Чипсы Дары Памира Boncocos кокосовые 250г,315,Москва и Московская область,251,https://www.detmir.ru/product/index/id/3322321/
3335272,Батончик ПП мюсли личи в йогуртовой глазури 30г,58.90,Москва и Московская область,42.90,https://www.detmir.ru/product/index/id/3335272/
3707626,Клубника Можно много сублимированная 20г,205,Москва и Московская область,173.90,https://www.detmir.ru/product/index/id/3707626/
3467346,Карамель медовая HoneyWay с шалфеем 30г,219,Москва и Московская область,104.50,https://www.detmir.ru/product/index/id/3467346/
3310319,Батончик Bombbar Кето со вкусом тропического кокоса и миндаля 40г,91.90,Москва и Московская область,79.90,https://www.detmir.ru/product/index/id/3310319/
3533600,Фрукты сушеные Gifruit хурма 500г,779,Москва и Московская область,---,https://www.detmir.ru/product/index/id/3533600/
4086883,Орехи Щелкунов Фисташки жареные соленые 120 гр,435,Москва и Московская область,282,https://www.detmir.ru/product/index/id/4086883/
3604582,Хлебцы Ого! столовые 75г,26.90,Москва и Московская область,22.70,https://www.detmir.ru/product/index/id/3604582/
3728590,Набор с игрушкой Bob Snail Ролл фруктовый 20г,194.90,Москва и Московская область,155.90,https://www.detmir.ru/product/index/id/3728590/
4485059,Батончик Smartbar Protein ассорти 8 шт.,749,Москва и Московская область,374,https://www.detmir.ru/product/index/id/4485059/
3608689,Батончик глазированный Snaq Fabriq ананас 40г,64.90,Москва и Московская область,---,https://www.detmir.ru/product/index/id/3608689/
3467345,Карамель медовая HoneyWay с ментолом и эвкалиптом 30г,219,Москва и Московская область,104.50,https://www.detmir.ru/product/index/id/3467345/
4658344,Батончик ТИМОША ТимМикс сила орехов 40 г 21 шт,583,Москва и Московская область,466,https://www.detmir.ru/product/index/id/4658344/
3526370,Конфета R.A.W.LIFE Тирамису 18г,49.10,Москва и Московская область,---,https://www.detmir.ru/product/index/id/3526370/
3294949,Козинак Рототайка на фруктозе кунжут-курага 27г,24.90,Москва и Московская область,18.90,https://www.detmir.ru/product/index/id/3294949/
3433309,Чипсы Dr. Korner цельнозерновые кукурузно-рисовые с розмарином и оливковым маслом 50г,54.90,Москва и Московская область,49.90,https://www.detmir.ru/product/index/id/3433309/
3889787,Гематоген Народный витаминизированный 40г,27.90,Москва и Московская область,---,https://www.detmir.ru/product/index/id/3889787/
4485019,Батончик MUSLER мюсли ананас орех пекан с шоколадом (Ореховая серия) 25 шт. х 30 г,1499,Москва и Московская область,749,https://www.detmir.ru/product/index/id/4485019/
4485025,Набор батончиков Smartbar мюсли ассорти мегамикс - все вкусы 25 шт.,1499,Москва и Московская область,749,https://www.detmir.ru/product/index/id/4485025/
4094085,Смесь орехов и сухофруктов Щелкунов Микс Спорт 120 гр,273,Москва и Московская область,177,https://www.detmir.ru/product/index/id/4094085/
3296389,Снеки Biosaurus органические кукурузные сыр 50г,178.90,Москва и Московская область,---,https://www.detmir.ru/product/index/id/3296389/
4115428,Батончик Take a Bite Crispy миндаль-клубника 45г,114.90,Москва и Московская область,91.90,https://www.detmir.ru/product/index/id/4115428/
3277211,Батончик R.A.W.LIFE орехово-фруктовый грецкий орех-кэроб 47г,148.90,Москва и Московская область,118.90,https://www.detmir.ru/product/index/id/3277211/
3422191,Батончик Bionova №2 малина-яблоко 35г,88.90,Москва и Московская область,71.90,https://www.detmir.ru/product/index/id/3422191/
3277153,Чипсы NEWTON сладкие яблоки 25г,147.90,Москва и Московская область,125.90,https://www.detmir.ru/product/index/id/3277153/
3298577,Батончик Фруктовая Энергия Фрутилад банан-клубника 30г,44.90,Москва и Московская область,38.10,https://www.detmir.ru/product/index/id/3298577/
3728585,Снек Bob Snail Фруктово-ягодный яблочно-клубничный в молочном бельгийском шоколаде без добавленного сахара 60г,190.90,Москва и Московская область,162.10,https://www.detmir.ru/product/index/id/3728585/
3728588,Снек Bob Snail Фруктовый яблочно-грушевый в молочном бельгийском шоколаде без добавленного сахара 60г,190.90,Москва и Московская область,162.10,https://www.detmir.ru/product/index/id/3728588/
3498110,Батончик Zatochito злаковый малина-воздушный рис 22г,44.90,Москва и Московская область,31.30,https://www.detmir.ru/product/index/id/3498110/
3418931,Батончик ПП ореховый грецкий орех 40г,107.30,Москва и Московская область,79.90,https://www.detmir.ru/product/index/id/3418931/
3491071,Крекеры Bifrut овсяные с томатом 210г,179.90,Москва и Московская область,152.90,https://www.detmir.ru/product/index/id/3491071/
3992465,Батончик мюсли DiYes без сахара яблоко 25г,31.10,Москва и Московская область,24.70,https://www.detmir.ru/product/index/id/3992465/
3286066,Батончик Pikki диетический клюква-кешью 35г,75.90,Москва и Московская область,63.90,https://www.detmir.ru/product/index/id/3286066/
3728589,Снек Bob Snail Фруктово-ягодный яблочно-малиновый в молочном бельгийском шоколаде без добавленного сахара 60г,190.90,Москва и Московская область,162.10,https://www.detmir.ru/product/index/id/3728589/
3498121,Батончик Zatochito злаковый груша-воздушный рис 4*22г,194.90,Москва и Московская область,165.50,https://www.detmir.ru/product/index/id/3498121/
3710574,Батончик Капитан Сильвер кокосовый йод в шоколадной глазури 35г,34.90,Москва и Московская область,---,https://www.detmir.ru/product/index/id/3710574/
3498112,Батончик Zatochito злаковый груша-воздушный рис 22г,44.90,Москва и Московская область,31.30,https://www.detmir.ru/product/index/id/3498112/
3533590,Фрукты сушеные Gifruit киви 250г,405,Москва и Московская область,201,https://www.detmir.ru/product/index/id/3533590/
4106319,Цукаты Щелкунов Манго 120 гр,267,Москва и Московская область,173,https://www.detmir.ru/product/index/id/4106319/
3298575,Батончик Фруктовая Энергия Фрутилад облепиха 30г,44.90,Москва и Московская область,38.10,https://www.detmir.ru/product/index/id/3298575/
4106540,Смесь орехов и сухофруктов Щелкунов Микс Экзотик 120 гр,287,Москва и Московская область,186,https://www.detmir.ru/product/index/id/4106540/
3296416,Снеки Biosaurus органические кукурузные со вкусом сыра 15г,85.30,Москва и Московская область,---,https://www.detmir.ru/product/index/id/3296416/
3954988,Каштаны Вкусы Мира запеченные очищенные 80г,198.90,Москва и Московская область,148.90,https://www.detmir.ru/product/index/id/3954988/
3277210,Батончик R.A.W.LIFE орехово-фруктовый лайм-имбирь 47г,148.90,Москва и Московская область,118.90,https://www.detmir.ru/product/index/id/3277210/
3589067,Чипсы Primebar протеиновые сметана-зелень 30г,199.90,Москва и Московская область,---,https://www.detmir.ru/product/index/id/3589067/
4658343,Козинаки ТИМОША подсолнечный батончик 40 г 28 шт,397,Москва и Московская область,317,https://www.detmir.ru/product/index/id/4658343/
3710568,Батончик Капитан Сильвер с какао в шоколадной глазури 50г,39.90,Москва и Московская область,---,https://www.detmir.ru/product/index/id/3710568/
3486246,Снеки Зеленика сушеный ананас 15г,159.90,Москва и Московская область,---,https://www.detmir.ru/product/index/id/3486246/
3422193,Батончик Bionova №4 черника-яблоко 35г,88.90,Москва и Московская область,63.90,https://www.detmir.ru/product/index/id/3422193/
3286823,Батончик Take a Bite Баланс орехово-фруктовый кокос-бразильский орех 45г,114.90,Москва и Московская область,79.90,https://www.detmir.ru/product/index/id/3286823/
3710570,Батончик Капитан Сильвер трюфельно-ореховый в шоколадной глазури 50г,44.90,Москва и Московская область,---,https://www.detmir.ru/product/index/id/3710570/
3819338,Фрукты сушеные Gifruit exotic манго 100г,188.90,Москва и Московская область,---,https://www.detmir.ru/product/index/id/3819338/
4741048,Снеки-хлебцы льняные Nutvill без глютена и сахара с пребиотиком розмарин и чеснок 70г,134.90,Москва и Московская область,---,https://www.detmir.ru/product/index/id/4741048/
3480611,Ядра Nutvill фундука сырые 130г,319,Москва и Московская область,271,https://www.detmir.ru/product/index/id/3480611/
3537110,Снэки Вегенсы картофель сушеный без соли 50г,88.90,Москва и Московская область,44.30,https://www.detmir.ru/product/index/id/3537110/
3277209,Батончик R.A.W.LIFE орехово-фруктовый малина-лайм 47г,148.90,Москва и Московская область,118.90,https://www.detmir.ru/product/index/id/3277209/
3286085,Батончик Леовит Фрутончик со злаками яблоко-курага-фенхель 20г,58.90,Москва и Московская область,35.90,https://www.detmir.ru/product/index/id/3286085/
3498111,Батончик Zatochito злаковый банан-воздушный рис 22г,44.90,Москва и Московская область,31.30,https://www.detmir.ru/product/index/id/3498111/
3480618,Ядра Nutvill арахиса сырые 500г,317,Москва и Московская область,299,https://www.detmir.ru/product/index/id/3480618/
4707748,Конфета Компас Здоровья льняная с бананом 30г,32.90,Москва и Московская область,---,https://www.detmir.ru/product/index/id/4707748/
3322320,Чипcы Дары Памира Boncocos кокосовые 100г,172.70,Москва и Московская область,138.10,https://www.detmir.ru/product/index/id/3322320/
